alert_rank,record_id,reporting_date,programme_name,sector,state,lga,community,achievement_rate,predicted_risk,probability_high,forecast_available,predicted_next_achievement_rate,forecast_status,predicted_anomaly,anomaly_score,risk_component_score,forecast_component_score,anomaly_component_score,early_warning_score,early_warning_priority,warning_signal_count,signal_agreement,primary_driver,secondary_driver,tertiary_driver,strongest_protective_signal,priority_message,integrated_investigation_guidance,review_status,forecast_context,decision_use
1643,ES-001888,2026-08-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 5,0.8483,Low,2.1427663601068508e-29,False,,,0,-0.1933069783237668,0.0,,0.0,0.0,Low,0,No Warning Signal,Previous-month achievement pattern,Lower data quality,Access constraints,Strong achievement,Risk: Low | Forecast: Not available | Anomaly: No alert,"Review recent performance trends for persistent underachievement. | Validate source data, completeness and reporting quality. | Review access, movement and operational constraints affecting delivery.",Routine monitoring,Forecast unavailable for final reporting month,Recommended for human review; the model does not make operational decisions.
1644,ES-002108,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 6,0.8902,Low,1.9371612187876092e-29,True,0.787364551449473,On Track,0,-0.111143664178809,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Supply delay,Access constraints,Previous-month achievement pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review procurement, logistics and supply-chain bottlenecks. | Review access, movement and operational constraints affecting delivery. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1645,ES-006334,2026-06-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 6,0.9065,Low,1.8366224974174253e-29,True,0.8369524236132706,On Track,0,-0.1518270567227154,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Low staff availability,Access constraints,Previous-month achievement pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review staffing coverage, absences and field deployment capacity. | Review access, movement and operational constraints affecting delivery. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1646,ES-000410,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 1,0.8298,Low,9.309863884486473e-30,True,0.8074628665636735,On Track,0,-0.1381440862387508,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Access constraints,Previous-month achievement pattern,Budget utilisation pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review access, movement and operational constraints affecting delivery. | Review recent performance trends for persistent underachievement. | Review expenditure patterns against implementation progress.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1647,ES-000223,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 1,0.9405,Low,7.939948480452436e-30,True,0.8737334243077275,On Track,0,-0.1166094361967468,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Lower data quality,Previous-month achievement pattern,Low activity completion,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Validate source data, completeness and reporting quality. | Review recent performance trends for persistent underachievement. | Review delayed or incomplete activities and implementation constraints.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1648,ES-000572,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 6,0.9304,Low,3.930746261990205e-30,True,0.8582854775858001,On Track,0,-0.0113765398190942,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Reporting delay,Elevated complaints,Lower data quality,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Validate reporting timeliness and follow up on delayed field submissions. | Review feedback and complaint records for recurring operational issues. | Validate source data, completeness and reporting quality.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1649,ES-000638,2026-06-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 2,0.9765,Low,3.681850296220311e-30,True,0.8905592413126688,On Track,0,-0.0740312744382858,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Access constraints,Low staff availability,Supply delay,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review access, movement and operational constraints affecting delivery. | Review staffing coverage, absences and field deployment capacity. | Review procurement, logistics and supply-chain bottlenecks.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1650,ES-000924,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,0.94,Low,3.336300656653512e-30,True,0.8734973649038034,On Track,0,-0.103537015083712,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Lower data quality,Low activity completion,Previous-month achievement pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Validate source data, completeness and reporting quality. | Review delayed or incomplete activities and implementation constraints. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1651,ES-001051,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 3,0.9446,Low,2.103361018504297e-30,True,0.8643676119902777,On Track,0,-0.0919530479546152,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Access constraints,Reporting delay,Supply delay,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review access, movement and operational constraints affecting delivery. | Validate reporting timeliness and follow up on delayed field submissions. | Review procurement, logistics and supply-chain bottlenecks.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1652,ES-002107,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 6,0.9179,Low,1.2042599492212684e-30,True,0.8298541786614068,On Track,0,-0.0807821378268611,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Low staff availability,Budget utilisation pattern,Previous-month achievement pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review staffing coverage, absences and field deployment capacity. | Review expenditure patterns against implementation progress. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1653,ES-000412,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 1,0.8681,Low,7.5297617484753185e-31,True,0.8410998215755461,On Track,0,-0.1490149018454163,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Elevated complaints,Low staff availability,Previous-month achievement pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review feedback and complaint records for recurring operational issues. | Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1654,ES-000573,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 6,0.8498,Low,5.330354717404047e-31,True,0.8117042613906381,On Track,0,-0.1146819982738215,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Low staff availability,Previous-month achievement pattern,Budget utilisation pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement. | Review expenditure patterns against implementation progress.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1655,ES-005501,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 4,0.9008,Low,2.987019464145116e-31,True,0.8200672151829796,On Track,0,-0.0889445188495035,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Previous-month achievement pattern,Lower data quality,Budget utilisation pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review recent performance trends for persistent underachievement. | Validate source data, completeness and reporting quality. | Review expenditure patterns against implementation progress.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1656,ES-001887,2026-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 5,0.9443,Low,2.611789685194923e-31,True,0.8467569465937334,On Track,0,-0.0739247119120795,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Reporting delay,Supply delay,Previous-month achievement pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Validate reporting timeliness and follow up on delayed field submissions. | Review procurement, logistics and supply-chain bottlenecks. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1657,ES-004795,2026-03-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 6,0.9369,Low,1.8903390329413563e-31,True,0.8829571645304861,On Track,0,-0.063913419751183,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Reporting delay,Low staff availability,Previous-month achievement pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Validate reporting timeliness and follow up on delayed field submissions. | Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1658,ES-003136,2026-08-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 2,0.8544,Low,1.0734051904019196e-31,False,,,0,-0.1823342806729218,0.0,,0.0,0.0,Low,0,No Warning Signal,Low staff availability,Previous-month achievement pattern,,Strong achievement,Risk: Low | Forecast: Not available | Anomaly: No alert,"Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement.",Routine monitoring,Forecast unavailable for final reporting month,Recommended for human review; the model does not make operational decisions.
1659,ES-006268,2026-04-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 4,0.9612,Low,5.952160527560958e-32,True,0.8905186800981543,On Track,0,-0.0783056152401456,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Low staff availability,Reporting delay,Previous-month achievement pattern,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review staffing coverage, absences and field deployment capacity. | Validate reporting timeliness and follow up on delayed field submissions. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
1660,ES-000123,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 4,0.9373,Low,4.2381832917089567e-32,True,0.8513274274422691,On Track,0,-0.0983109504350158,0.0,0.0,0.0,0.0,Low,0,No Warning Signal,Access constraints,Previous-month achievement pattern,,Strong achievement,Risk: Low | Forecast: On Track | Anomaly: No alert,"Review access, movement and operational constraints affecting delivery. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
