record_id,reporting_date,programme_name,sector,state,lga,community,monthly_target,monthly_achievement,achievement_rate,activity_completion_rate,budget_utilisation_rate,reporting_delay_days,complaints_count,staff_availability_rate,supply_delay_days,previous_month_achievement_rate,access_constraint_score,data_quality_score,anomaly_flag,risk_label,recommended_action
ES-006596,2024-04-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,508,390,0.7673,0.6978,0.8322,4,1,0.8592,5,0.6978,0.2858,0.8897,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006597,2024-05-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,462,344,0.7439,0.712,0.9935,4,0,0.856,9,0.7673,0.3094,0.915,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006598,2024-06-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,446,309,0.6931,0.7589,0.7676,6,3,0.8598,4,0.7439,0.4836,0.8708,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006599,2024-07-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,447,304,0.6798,0.7362,0.8653,11,0,0.8788,14,0.6931,0.4264,0.8952,0,High,Recommended for human review: investigate supply-chain delays and assess potential implementation impact.
ES-006600,2024-08-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,444,287,0.6458,0.6363,0.7448,7,5,0.9281,5,0.6798,0.3886,0.8971,0,High,Recommended for human review: examine target underachievement and verify contributing factors.
ES-006601,2024-09-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,514,307,0.5969,0.7076,0.9577,5,4,0.9386,10,0.6458,0.3413,0.8911,0,High,Recommended for human review: examine target underachievement and verify contributing factors.
ES-006602,2024-10-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,477,254,0.5319,0.7877,0.8642,5,4,0.8983,2,0.5969,0.3272,0.96,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006603,2024-11-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,485,271,0.5584,0.7404,0.6903,10,4,0.8713,5,0.5319,0.3104,0.8978,0,High,Recommended for human review: examine target underachievement and verify contributing factors.
ES-006604,2024-12-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,419,251,0.5995,0.7662,0.8951,8,4,0.8733,4,0.5584,0.4006,0.7968,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006605,2025-01-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,488,303,0.6214,0.731,0.8974,6,3,0.8198,4,0.5995,0.3417,0.9176,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006606,2025-02-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,477,266,0.5568,0.8034,0.6672,5,6,0.8463,6,0.6214,0.2449,0.9182,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006607,2025-03-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,457,250,0.5471,0.7047,0.8446,3,2,0.8886,5,0.5568,0.2869,0.9417,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006608,2025-04-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,410,228,0.555,0.6744,0.7424,5,3,0.8605,5,0.5471,0.3148,0.9447,0,High,Recommended for human review: examine target underachievement and verify contributing factors.
ES-006609,2025-05-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,466,291,0.6235,0.6558,0.786,7,3,0.8525,10,0.555,0.247,0.9171,0,High,Recommended for human review: examine target underachievement and verify contributing factors.
ES-006610,2025-06-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,433,279,0.6454,0.7182,0.8158,27,5,0.8841,1,0.6235,0.239,0.8985,1,High,Recommended for human review: investigate reporting bottlenecks and validate the latest field data.
ES-006611,2025-07-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,410,250,0.6101,0.7216,0.9001,7,1,0.8438,6,0.6454,0.2779,0.8964,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006612,2025-08-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,531,348,0.6547,0.7536,0.8301,7,3,0.9053,4,0.6101,0.331,0.8478,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006613,2025-09-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,479,320,0.6672,0.7523,0.8791,5,8,0.9368,2,0.6547,0.3243,0.8973,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006614,2025-10-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,493,335,0.6802,0.7541,0.824,7,5,0.9043,7,0.6672,0.2086,0.8556,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006615,2025-11-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,510,372,0.7303,0.7429,0.9265,11,5,0.9076,2,0.6802,0.2999,1.0,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006616,2025-12-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,410,267,0.6502,0.7419,0.7497,7,1,0.8544,10,0.7303,0.2232,0.9263,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006617,2026-01-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,431,304,0.7052,0.815,0.781,5,3,0.873,6,0.6502,0.2088,0.897,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006618,2026-02-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,416,277,0.6669,0.7191,0.7979,5,3,0.8509,4,0.7052,0.1323,1.0,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006619,2026-03-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,501,318,0.6357,0.7099,0.8685,7,2,0.87,6,0.6669,0.1188,0.8729,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006620,2026-04-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,408,316,0.7734,0.7914,0.9492,4,4,0.9027,8,0.6357,0.1385,0.8877,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006621,2026-05-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,465,316,0.6785,0.8911,0.8635,2,4,0.9038,12,0.7734,0.1687,0.9381,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006622,2026-06-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,501,355,0.7082,0.7564,0.6532,3,22,0.8861,3,0.6785,0.3018,0.9518,1,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006623,2026-07-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,463,329,0.7116,0.7245,0.9182,6,2,0.8898,5,0.7082,0.3754,0.8688,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006624,2026-08-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,478,266,0.5572,0.6638,0.7623,6,7,0.8899,9,0.7116,0.3585,0.8712,0,High,Recommended for human review: examine target underachievement and verify contributing factors.
ES-006625,2024-01-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,1005,746,0.7424,0.7077,0.7942,6,1,0.9256,5,0.9113,0.3084,0.8736,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006626,2024-02-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,1050,871,0.8294,0.7149,0.8646,6,3,0.8869,4,0.7424,0.2714,0.8738,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006627,2024-03-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,884,730,0.8263,0.744,0.7996,8,2,0.9029,7,0.8294,0.223,0.9312,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006628,2024-04-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,925,747,0.8071,0.7546,0.8416,3,2,0.8514,3,0.8263,0.1936,0.814,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006629,2024-05-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,1038,756,0.7286,0.6939,0.7163,3,0,0.8452,3,0.8071,0.1998,0.8631,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006630,2024-06-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,922,716,0.7762,0.6778,0.8768,5,5,0.8445,5,0.7286,0.2118,0.9226,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006631,2024-07-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,967,670,0.6925,0.7026,0.8614,5,2,0.8188,3,0.7762,0.3563,0.8554,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006632,2024-08-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,878,630,0.7174,0.7083,0.8236,8,3,0.8475,6,0.6925,0.3595,0.8325,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006633,2024-09-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,896,639,0.7129,0.7025,0.7689,4,1,0.9296,5,0.7174,0.3395,0.8765,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006634,2024-10-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,961,637,0.6632,0.738,0.6401,4,3,0.891,8,0.7129,0.2596,0.9346,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006635,2024-11-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,947,646,0.6825,0.7563,0.7224,6,4,0.8946,8,0.6632,0.2047,0.9344,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006636,2024-12-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,847,618,0.7293,0.7586,0.8513,7,1,0.8677,11,0.6825,0.2138,0.9731,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006637,2025-01-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,957,765,0.7998,0.776,0.8652,4,2,0.8819,4,0.7293,0.2321,0.8622,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006638,2025-02-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,898,639,0.711,0.7748,1.0092,10,2,0.8545,9,0.7998,0.268,0.8692,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006639,2025-03-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,846,690,0.8152,0.7234,0.7416,7,4,0.8737,5,0.711,0.2674,0.9355,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006640,2025-04-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,884,637,0.7204,0.756,0.9558,7,5,0.8483,5,0.8152,0.3274,0.9952,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006641,2025-05-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,884,722,0.8173,0.7703,0.8716,9,2,0.8784,1,0.7204,0.3117,0.9571,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006642,2025-06-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,876,697,0.796,0.787,0.774,0,5,0.8712,0,0.8173,0.3115,0.8852,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006643,2025-07-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,918,744,0.8109,0.7888,0.8056,5,2,0.8058,2,0.796,0.3651,0.9328,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006644,2025-08-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,862,603,0.6991,0.669,0.805,7,5,0.8294,3,0.8109,0.395,0.8536,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006645,2025-09-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,878,598,0.6811,0.7054,0.7816,6,4,0.8672,9,0.6991,0.3764,0.9331,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006646,2025-10-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,1063,701,0.6594,0.7922,0.7417,10,3,0.8597,6,0.6811,0.3859,0.9139,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006647,2025-11-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,860,566,0.6584,0.8533,0.8582,3,4,0.8702,8,0.6594,0.3528,0.8907,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006648,2025-12-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,846,605,0.715,0.8008,0.6893,4,3,0.8202,4,0.6584,0.3196,1.0,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006649,2026-01-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,979,711,0.726,0.8705,0.8916,4,2,0.8623,8,0.715,0.3987,0.8848,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006650,2026-02-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,877,694,0.7917,0.8085,0.7104,7,3,0.8262,7,0.726,0.4184,0.973,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006651,2026-03-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,816,619,0.7586,0.8168,0.8512,5,2,0.8174,5,0.7917,0.3446,0.865,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006652,2026-04-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,822,693,0.8435,0.8701,0.865,2,3,0.8444,7,0.7586,0.4826,0.8083,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006653,2026-05-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,809,647,0.7993,0.904,0.8231,4,5,0.8476,6,0.8435,0.5117,0.9122,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006654,2026-06-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,916,658,0.7186,0.9243,0.7621,4,0,0.8468,8,0.7993,0.4826,0.8973,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006655,2026-07-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,947,718,0.7585,0.8716,0.8166,2,1,0.9077,9,0.7186,0.4026,0.8631,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006656,2026-08-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,875,634,0.7247,0.8594,0.8553,0,1,0.89,3,0.7585,0.33,0.8864,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006657,2024-01-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,1080,740,0.6854,0.861,0.7656,8,3,0.9131,13,0.8435,0.2295,0.8401,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006658,2024-02-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,1023,795,0.7767,0.8227,0.8965,2,3,0.8863,5,0.6854,0.2318,1.0,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006659,2024-03-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,1013,806,0.7952,0.79,0.904,1,5,0.9375,11,0.7767,0.1824,0.9621,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006660,2024-04-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,987,815,0.8259,0.7637,0.7538,3,1,0.9454,6,0.7952,0.1346,0.9268,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006661,2024-05-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,942,737,0.7823,0.7207,0.9262,6,5,0.9588,4,0.8259,0.2084,0.9536,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006662,2024-06-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,978,658,0.673,0.6103,0.7996,5,1,0.9091,2,0.7823,0.2425,0.8157,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006663,2024-07-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,896,625,0.6978,0.6704,0.813,6,1,0.9124,3,0.673,0.2408,0.8568,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006664,2024-08-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,937,686,0.7326,0.6023,0.78,6,7,0.8993,2,0.6978,0.2549,0.9134,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006665,2024-09-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,850,641,0.7546,0.7335,0.8772,6,2,0.8443,5,0.7326,0.2503,0.9012,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006666,2024-10-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,1054,542,0.5142,0.6985,0.8338,6,4,0.831,7,0.7546,0.336,0.9197,0,High,Recommended for human review: examine target underachievement and verify contributing factors.
ES-006667,2024-11-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,1156,722,0.6243,0.684,0.8926,6,5,0.8699,4,0.5142,0.4215,0.9138,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006668,2024-12-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,878,532,0.606,0.6752,0.8866,3,3,0.8224,11,0.6243,0.311,0.9617,0,High,Recommended for human review: examine target underachievement and verify contributing factors.
ES-006669,2025-01-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,966,564,0.5839,0.6987,0.8387,5,7,0.8291,5,0.606,0.3192,0.9439,0,High,Recommended for human review: examine target underachievement and verify contributing factors.
ES-006670,2025-02-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,1005,662,0.6585,0.743,0.7675,4,3,0.8418,4,0.5839,0.4094,0.9032,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006671,2025-03-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,1087,805,0.7409,0.7782,0.7703,8,2,0.8837,6,0.6585,0.3843,0.8848,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006672,2025-04-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,972,720,0.7404,0.806,0.7809,6,3,0.8836,5,0.7409,0.341,0.9295,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006673,2025-05-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,1016,806,0.7936,0.7105,0.9217,4,1,0.9326,4,0.7404,0.3278,0.9595,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006674,2025-06-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,991,770,0.7774,0.7619,0.7423,0,1,0.9387,2,0.7936,0.3683,0.8975,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006675,2025-07-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,970,746,0.7693,0.7577,0.9787,4,5,0.943,5,0.7774,0.2692,0.9681,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006676,2025-08-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,1147,846,0.7373,0.8841,0.7642,2,2,0.941,4,0.7693,0.3639,0.9333,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006677,2025-09-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,971,639,0.658,0.7724,0.7431,6,1,0.9321,5,0.7373,0.3791,0.8454,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-006678,2025-10-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,928,653,0.7038,0.7495,0.7972,4,2,0.9055,6,0.658,0.3129,0.8382,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-006679,2025-11-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,1123,691,0.6154,0.7786,0.8731,3,3,0.8942,5,0.7038,0.2631,0.8363,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
